req_id,occupancy,occupancy_max,occupancy_pct,acc_rate,accepted_from_rate,generated_from_rate,gen_tokens,acc_tokens,gen_drafts,acc_drafts,calls_b,calls_g,calls_a,dur_b,dur_g,dur_a,prompt_tokens,prompt_tps,prompt_ms_per_token,eval_tokens,eval_tps,eval_ms_per_token,total_ms,total_tokens,draft_overhead,acc_to_gen_ratio,verif_pct,output_tokens
119,59379,4194304,1.415705680847168,0.4334293948126801,,,10410,4512,221,221,59,17506,221,156.404,91.934,8.2,2290,556.72,1.8,167,25.12,39.81,10762.5,2457,2.30718085106383,0.4334293948126801,3.19640754975871,167
120,60021,4194304,1.4310121536254883,0.43199617956064945,11,60,10470,4523,223,223,60,17565,223,159.878,92.02,8.201,57804,534.82,1.87,71,24.52,40.77,110976.36,57875,2.314835286314393,0.43199617956064945,3.1530301923498363,71
121,60091,4194304,1.4326810836791992,0.4266592303402119,67,288,10758,4590,229,229,61,18221,229,163.408,96.404,8.47,2554,252.94,3.95,724,25.36,39.43,38646.87,3278,2.3437908496732027,0.4266592303402119,3.157125711005584,724
122,60271,4194304,1.4369726181030273,0.42485656116972054,1,48,10806,4591,230,230,62,18765,230,167.102,100.683,8.753,2914,549.45,1.82,546,24.46,40.88,27621.86,3460,2.3537355695926814,0.42485656116972054,3.1652069516666783,546
123,62853,4194304,1.4985322952270508,0.42380491240426094,223,553,11359,4814,242,242,63,18890,242,170.897,104.686,9.035,88424,586.24,1.71,349,38.04,26.29,160006.83,88773,2.3595762359783965,0.42380491240426094,3.174430289018966,349
124,62549,4194304,1.4912843704223633,0.43071868583162215,223,553,12175,5244,260,260,64,19167,260,174.65,112.655,9.599,369,468.52,2.13,708,40.49,24.7,18271.68,1077,2.3217009916094584,0.43071868583162215,3.233031552286261,708
125,62811,4194304,1.4975309371948242,0.42944934098811355,67,192,12367,5311,264,264,65,19193,264,178.427,112.718,9.602,729,476.01,2.1,94,38.95,25.68,3945.06,823,2.3285633590660892,0.42944934098811355,3.19271680183011,94
126,62882,4194304,1.4992237091064453,0.4261707550175215,67,192,12556,5351,268,268,66,19260,268,182.123,116.585,9.871,175,332.78,3.0,108,25.86,38.68,3945.06,823,2.346477293963745,0.4261707550175215,3.198856694719991,108
127,62946,4194304,1.5007495880126953,0.43652915251788166,691,1285,13841,6042,296,296,67,20297,296,185.89,125.603,10.428,1754,280.04,3.57,1729,32.84,30.45,58910.51,3483,2.2907977490897053,0.43652915251788166,3.2393040528576886,1729
128,63957,4194304,1.5248537063598633,0.4368251698248123,691,1285,13985,6109,299,299,68,20327,299,189.708,125.664,10.428,1754,280.04,3.57,1729,32.84,30.45,58910.51,3483,2.2892453756752333,0.4368251698248123,3.200736648250461,1729
129,63996,4194304,1.5257835388183594,0.4355514523116256,67,144,14081,6133,301,301,69,20360,301,193.55,125.724,10.707,213,368.09,2.72,58,27.98,35.74,2567.07,136,2.2959399967389533,0.4355514523116256,3.244732272464172,58
130,64039,4194304,1.526808738708496,0.43139445569443474,45,240,14321,6178,306,306,70,20795,306,197.345,130.045,10.926,483,257.74,3.88,481,24.43,40.93,21562.35,964,2.318064098413726,0.43139445569443474,3.229525059411911,481
131,64524,4194304,1.5383720397949219,0.4325410574457765,45,240,14431,6242,309,309,71,20823,309,201.205,133.857,11.151,504,483.37,2.07,93,45.12,22.16,21562.35,964,2.31191925664851,0.4325410574457765,3.2208495925918434,93
132,64546,4194304,1.5388965606689453,0.43207403826231094,64,110,14479,6256,310,310,72,20864,310,205.052,133.913,11.151,174,324.82,3.08,93,45.12,22.16,3103.74,597,2.3144181585677748,0.43207403826231094,3.1849444184213227,93
133,64600,4194304,1.5401840209960938,0.42950257289879934,4,96,14575,6260,312,312,73,21501,312,208.891,138.448,11.377,484,257.65,3.88,642,23.81,42.0,28839.62,1126,2.3282747603833864,0.42950257289879934,3.1715897813311926,642
134,65289,4194304,1.5566110610961914,0.42836627231074337,4,96,14623,6264,313,313,74,21630,313,212.754,138.598,11.377,484,257.65,3.88,642,23.81,42.0,28839.62,1126,2.334450830140485,0.42836627231074337,3.136501355006079,642
135,65471,4194304,1.5609502792358398,0.42836627231074337,4,48,14623,6264,313,313,75,21728,313,216.625,138.7,11.377,62,191.46,5.22,134,23.64,42.3,5991.61,196,2.334450830140485,0.42836627231074337,3.1025192117850464,134
136,65841,4194304,1.5697717666625977,0.42730556880921544,5,48,14671,6269,314,314,76,22027,314,220.521,142.907,11.604,8450,425.68,2.35,305,23.97,41.72,32574.16,8755,2.340245653214229,0.42730556880921544,3.0941359670641435,305
137,66284,4194304,1.5803337097167969,0.4216122815179105,5,48,15047,6344,322,322,77,22156,322,224.523,151.105,12.136,213,326.5,3.06,305,23.97,41.72,32574.16,8755,2.3718474148802016,0.4216122815179105,3.1297387070486167,305
138,66492,4194304,1.5852928161621094,0.4172480985605632,294,862,15909,6638,341,341,78,24212,341,228.636,161.809,12.952,6500,519.5,1.92,2351,25.1,39.84,106171.6,8851,2.396655619162398,0.4172480985605632,3.210732851260669,2351
139,68503,4194304,1.6332387924194336,0.41439772797431623,74,288,16197,6712,347,347,79,24429,347,232.904,166.326,13.234,2372,490.46,2.04,292,25.44,39.31,16315.33,2664,2.413140643623361,0.41439772797431623,3.208522440746344,292
140,68766,4194304,1.6395092010498047,0.4069039527812556,113,576,16773,6825,359,359,80,25982,359,237.174,185.404,14.343,505,454.52,2.2,1667,23.63,42.33,71671.26,2172,2.4575824175824175,0.4069039527812556,3.2827444778346657,1667
141,70292,4194304,1.6758918762207031,0.40207697723539076,28,271,17044,6853,365,365,81,26788,365,241.509,194.998,14.881,1688,466.6,2.14,835,22.96,43.56,39993.03,2523,2.487085947760105,0.40207697723539076,3.296720338156974,835
142,71140,4194304,1.6961097717285156,0.4020771513353116,193,480,17524,7046,375,375,82,27026,375,245.915,204.07,15.424,858,448.88,2.23,432,31.52,31.73,15618.81,1290,2.4870848708487086,0.4020771513353116,3.314074287347258,432
143,71334,4194304,1.700735092163086,0.4030450532035318,193,480,17668,7121,378,378,83,27327,378,250.261,204.446,15.424,858,448.88,2.23,432,31.52,31.73,15618.81,1290,2.481112203342227,0.4030450532035318,3.280787695344489,432
144,71690,4194304,1.7092227935791016,0.4020094829532626,75,144,17716,7122,379,379,84,27419,379,254.701,204.562,15.424,20,84.66,11.81,377,27.09,36.92,14153.34,397,2.4875035102499297,0.4020094829532626,3.249299011769861,377
145,71793,4194304,1.7116785049438477,0.4020094829532626,1,48,17716,7122,379,379,85,27511,379,259.127,204.671,15.424,213,328.09,3.05,94,22.07,45.31,4908.03,307,2.4875035102499297,0.4020094829532626,3.218550066566226,94
146,72062,4194304,1.7180919647216797,0.402934916545312,72,138,17854,7194,382,382,86,28084,382,263.537,209.79,15.705,19,78.67,12.71,93,23.4,42.73,4215.42,112,2.48179038087295,0.402934916545312,3.211446285723634,93
147,72752,4194304,1.7345428466796875,0.4012256267409471,8,96,17950,7202,384,384,87,28178,384,268.054,209.922,15.705,799,436.63,2.29,103,21.92,45.62,6528.79,902,2.4923632324354346,0.4012256267409471,3.1812040568707323,103
148,72985,4194304,1.740097999572754,0.41530171263938537,8,96,18743,7784,402,402,88,28325,402,272.531,210.288,15.985,799,436.63,2.29,103,21.92,45.62,6528.79,902,2.4078879753340185,0.41530171263938537,3.2046655600195666,103
149,73114,4194304,1.743173599243164,0.41468180617903355,68,192,18935,7852,406,406,89,28349,406,277.075,210.358,15.986,751,440.28,2.27,93,38.13,26.22,4144.46,844,2.4114875191034133,0.41468180617903355,3.1754860265504483,93
150,73181,4194304,1.7447710037231445,0.414032704665378,68,192,19141,7925,411,411,90,28385,411,281.551,210.445,15.987,173,302.5,3.31,110,32.75,30.54,4144.46,844,2.415268138801262,0.414032704665378,3.147152562192042,110
151,73214,4194304,1.7455577850341797,0.4121337827326938,23,144,19285,7948,414,414,91,29112,414,286.011,215.855,16.264,1753,263.06,3.8,751,23.05,43.39,39247.6,2504,2.42639657775541,0.4121337827326938,3.1389805647231386,751
152,75660,4194304,1.8038749694824219,0.4114726115967517,23,144,19333,7955,415,415,92,29197,415,290.645,215.969,16.264,1928,454.35,2.2,93,22.85,43.77,8313.98,2021,2.4302954116907607,0.4114726115967517,3.110477013758468,93
153,75877,4194304,1.8090486526489258,0.41236262318765804,37,48,19381,7992,416,416,93,29336,416,295.426,216.145,16.265,2330,456.16,2.19,177,26.86,37.24,11698.61,2507,2.42505005005005,0.41236262318765804,3.0814495411453557,177
154,76076,4194304,1.8137931823730469,0.41439738415163746,37,48,19573,8111,420,420,94,29397,420,300.087,216.267,16.268,70,164.88,6.06,177,26.86,37.24,11698.61,2507,2.4131426457896685,0.41439738415163746,3.0543237042405305,177
155,76144,4194304,1.8154144287109375,0.41439738415163746,119,192,19573,8111,420,420,95,29632,420,304.784,216.534,16.268,393,375.46,2.66,181,44.54,22.45,4488.75,251,2.4131426457896685,0.41439738415163746,3.026120471887289,181
156,76880,4194304,1.8329620361328125,0.41439738415163746,,,19573,8111,420,420,96,29783,420,393.614,216.714,16.268,38251,447.61,2.23,152,22.95,43.57,92078.16,38403,2.4131426457896685,0.41439738415163746,2.5962502154498273,152
157,77888,4194304,1.85699462890625,0.41293405867100513,11,96,19669,8122,422,422,97,29859,422,398.35,221.505,16.538,918,423.99,2.36,152,22.95,43.57,92078.16,38403,2.421694163999015,0.41293405867100513,2.598708659586136,152
158,86726,4194304,2.067708969116211,0.41174113404127427,98,295,19964,8220,429,429,98,30027,429,403.574,232.306,17.075,11015,457.4,2.19,267,25.49,39.22,34554.63,11282,2.4287104622871047,0.41174113404127427,2.6150347267422713,267
159,92990,4194304,2.2170543670654297,0.41174113404127427,,,19964,8220,429,429,99,30138,429,409.144,232.447,17.075,7195,438.25,2.28,112,21.97,45.53,21516.67,7307,2.4287104622871047,0.41174113404127427,2.5923609234422296,112
160,93494,4194304,2.2290706634521484,0.4112032780331801,9,48,20012,8229,430,430,100,30292,430,414.909,232.646,17.076,7195,438.25,2.28,112,21.97,45.53,21516.67,7307,2.431887228095759,0.4112032780331801,2.56924519018824,112
161,94235,4194304,2.246737480163574,0.4112032780331801,9,48,20012,8229,430,430,101,31990,430,420.592,234.77,17.076,413,338.68,2.95,164,21.94,45.58,8694.38,577,2.431887228095759,0.4112032780331801,2.539416273321853,164
162,96065,4194304,2.29036808013916,0.41250555637872277,123,235,20247,8352,435,435,102,34334,435,426.138,243.414,17.343,612,368.26,2.72,1699,21.76,45.95,79727.28,2311,2.4242097701149423,0.41250555637872277,2.52484004105431,1699
163,98385,4194304,2.3456811904907227,0.4108675396008043,123,235,20391,8378,438,438,103,34422,438,431.924,249.453,17.61,186,265.49,3.77,2468,22.36,44.71,111056.11,2654,2.4338744330389113,0.4108675396008043,2.5193601597740733,2468
164,98500,4194304,2.3484230041503906,0.4132882882882883,797,1809,22200,9175,476,476,104,35712,476,437.791,292.986,19.455,1293,392.94,2.54,2088,27.7,36.1,78658.79,3381,2.4196185286103544,0.4132882882882883,2.593197837468942,2088
165,99762,4194304,2.378511428833008,0.4121016827783745,797,1809,22344,9208,479,479,105,36224,479,443.749,299.566,19.722,1293,392.94,2.54,2088,27.7,36.1,78658.79,3381,2.426585577758471,0.4121016827783745,2.584671516584386,2088
166,100275,4194304,2.390742301940918,0.41167557932263815,33,144,22440,9238,481,481,106,36293,481,449.75,299.671,19.724,20,77.79,12.85,546,21.78,45.9,25321.08,566,2.429097207187703,0.41167557932263815,2.5644059312613354,546
167,101665,4194304,2.423882484436035,0.41167557932263815,30,96,22440,9238,481,481,107,36474,481,455.649,299.922,19.724,1763,395.18,2.53,182,21.38,46.78,4315.98,120,2.429097207187703,0.41167557932263815,2.5440638724614497,182
168,101949,4194304,2.4306535720825195,0.40980270724586393,26,166,22606,9264,485,485,108,36575,485,461.636,306.086,19.946,31772,448.64,2.23,128,20.61,48.51,77028.74,31900,2.4401986183074267,0.40980270724586393,2.5322851759878526,128
169,104527,4194304,2.4921178817749023,0.40925909611487976,27,96,22702,9291,487,487,109,36616,487,467.802,312.255,20.177,2601,396.35,2.52,69,24.56,40.72,9372.14,2670,2.4434398880637174,0.40925909611487976,2.5213874941579584,69
170,109555,4194304,2.611994743347168,0.4089913241608974,43,120,22822,9334,490,490,110,36749,490,474.142,312.464,20.177,5271,398.91,2.51,177,22.43,44.58,21103.47,5448,2.4450396400257124,0.4089913241608974,2.500920321821357,177
171,124067,4194304,2.9579877853393555,0.4089913241608974,,,22822,9334,490,490,111,36827,490,481.178,312.57,20.177,14821,388.72,2.57,79,20.43,48.94,41993.99,14900,2.4450396400257124,0.4089913241608974,2.478975335565316,79
172,126194,4194304,3.008699417114258,0.4089993872012606,10,24,22846,9344,491,491,112,36907,491,488.263,312.696,20.177,14821,388.72,2.57,79,20.43,48.94,41993.99,14900,2.444991438356164,0.4089993872012606,2.4572056273260454,79
173,127177,4194304,3.0321359634399414,0.40862234646632306,10,24,22894,9355,492,492,113,36955,492,495.415,319.892,20.4,956,343.29,2.91,60,21.11,47.38,10275.16,2237,2.4472474612506683,0.40862234646632306,2.4410469219475246,60
174,128105,4194304,3.0542612075805664,0.40820329526632376,11,48,22942,9365,493,493,114,37016,493,502.649,319.981,20.4,920,339.13,2.95,60,21.11,47.38,5627.44,1016,2.449759743726642,0.40820329526632376,2.4198427102238353,60
175,128656,4194304,3.0673980712890625,0.40820329526632376,10,48,22942,9365,493,493,115,37082,493,509.887,320.07,20.4,920,339.13,2.95,72,20.64,48.44,6200.69,992,2.449759743726642,0.40820329526632376,2.3989924231822632,72
176,129936,4194304,3.0979156494140625,0.4077859939103958,10,48,22990,9375,494,494,116,37166,494,517.238,320.19,20.401,1270,349.81,2.86,67,20.23,49.44,4901.37,587,2.4522666666666666,0.4077859939103958,2.3782129072344254,67
177,130471,4194304,3.110671043395996,0.4072885032537961,10,48,23050,9388,496,496,117,37230,496,524.615,327.632,20.682,478,309.01,3.24,78,20.05,49.87,8274.94,1365,2.455262036642522,0.4072885032537961,2.369264854300865,78
178,130608,4194304,3.1139373779296875,0.4072885032537961,13,60,23050,9388,496,496,118,38627,496,532.076,329.468,20.682,478,309.01,3.24,78,20.05,49.87,5437.02,556,2.455262036642522,0.4072885032537961,2.3442972662333683,78
179,23171,4194304,0.5524396896362305,0.24731182795698925,23,93,93,23,2,2,1,242,2,1.41,0.265,0.001,24145,959.36,1.04,266,29.69,33.68,34125.94,24411,4.043478260869565,0.24731182795698925,0.05966587112171839,266
180,33579,4194304,0.8005857467651367,0.3037974683544304,49,144,237,72,5,5,2,479,5,3.408,0.537,0.002,10258,812.85,1.23,287,30.98,32.27,21882.54,10545,3.2916666666666665,0.3037974683544304,0.05067139599695972,287
181,34008,4194304,0.8108139038085938,0.45740740740740743,49,144,540,247,12,12,3,667,12,5.441,2.813,0.283,10258,812.85,1.23,287,30.98,32.27,21882.54,10545,2.1862348178137654,0.45740740740740743,3.3149818437390186,287
182,36373,4194304,0.8671998977661133,0.4298245614035088,175,303,684,294,15,15,4,832,15,7.589,5.149,0.565,2294,742.03,1.35,213,31.17,32.08,9379.93,565,2.326530612244898,0.4298245614035088,4.247162294219349,213
183,37656,4194304,0.8977890014648438,0.42349726775956287,47,144,732,310,16,16,5,1152,16,9.862,5.511,0.566,1185,671.1,1.49,213,31.17,32.08,9925.54,2507,2.361290322580645,0.42349726775956287,3.551038333647029,213
184,39945,4194304,0.9523630142211914,0.42349726775956287,16,48,732,310,16,16,6,1227,16,12.261,5.592,0.566,1185,671.1,1.49,337,28.55,35.03,13570.41,1522,2.361290322580645,0.42349726775956287,3.0729138389706283,337
185,40273,4194304,0.9601831436157227,0.3973429951690821,19,96,828,329,18,18,7,1288,18,14.648,8.055,0.848,2029,721.42,1.39,76,28.16,35.51,5510.95,2105,2.5167173252279635,0.3973429951690821,3.6006963610887013,76
186,43524,4194304,1.0376930236816406,0.424357034795764,232,494,1322,561,29,29,8,1794,29,17.151,13.735,1.275,3308,713.82,1.4,739,34.49,29.0,26062.89,4047,2.35650623885918,0.424357034795764,3.9644289667609836,739
187,44114,4194304,1.0517597198486328,0.4062780269058296,345,908,2230,906,48,48,9,2750,48,19.711,20.077,1.692,1070,643.5,1.55,1302,31.86,31.38,42523.68,2372,2.4613686534216335,0.4062780269058296,4.07907425265188,1302
188,45355,4194304,1.0813474655151367,0.39137785291631444,20,136,2366,926,51,51,10,2873,51,22.328,22.843,1.899,1662,671.83,1.49,144,26.7,37.45,7867.32,1806,2.5550755939524836,0.39137785291631444,4.034416826003824,144
189,45390,4194304,1.0821819305419922,0.39137785291631444,20,136,2366,926,51,51,11,2971,51,24.969,22.948,1.899,1662,671.83,1.49,144,26.7,37.45,7867.32,1806,2.5550755939524836,0.39137785291631444,3.8120282640115626,144
190,45676,4194304,1.0890007019042969,0.360779384035198,222,816,3182,1148,68,68,12,4427,68,27.633,32.708,2.588,188,372.09,2.69,99,27.54,36.31,4094.51,279,2.7717770034843205,0.360779384035198,4.11257131052456,99
191,47209,4194304,1.1255502700805664,0.360779384035198,222,816,3182,1148,68,68,13,4547,68,30.416,32.833,2.588,188,372.09,2.69,1679,28.69,34.85,59019.68,1867,2.7717770034843205,0.360779384035198,3.9309203031729885,1679
192,47348,4194304,1.1288642883300781,0.3572755417956656,6,48,3230,1154,69,69,14,4642,69,33.187,32.94,2.589,320,486.46,2.06,121,27.37,36.53,5078.19,441,2.79896013864818,0.3572755417956656,3.7676814715641194,121
193,48600,4194304,1.1587142944335938,0.3555997725980671,97,288,3518,1251,75,75,15,5285,75,36.099,36.584,2.862,1521,668.68,1.5,741,29.05,34.42,27783.07,2262,2.812150279776179,0.3555997725980671,3.7884704480773057,741
194,49298,4194304,1.1753559112548828,0.35666851134477034,38,96,3614,1289,77,77,16,5340,77,39.003,36.662,2.864,764,610.48,1.64,94,33.61,29.75,4047.93,858,2.8037238169123353,0.35666851134477034,3.647060321664608,94
195,49451,4194304,1.1790037155151367,0.3777893098079917,38,96,3854,1456,82,82,17,5527,82,41.92,36.924,2.865,237,498.84,2.0,355,43.39,23.05,4047.93,858,2.646978021978022,0.3777893098079917,3.5063456901932475,355
196,53311,4194304,1.2710332870483398,0.3777893098079917,,,3854,1456,82,82,18,5706,82,45.05,37.108,2.865,4134,674.78,1.48,180,26.81,37.3,12841.23,4314,2.646978021978022,0.3777893098079917,3.3696764404925736,180
197,54435,4194304,1.2978315353393555,0.369873417721519,5,96,3950,1461,84,84,19,6054,84,48.307,40.679,3.133,964,610.42,1.64,354,25.95,38.53,15218.88,1318,2.70362765229295,0.369873417721519,3.4010356169736973,354
198,56998,4194304,1.358938217163086,0.3749374687343672,38,48,3998,1499,85,85,20,6311,85,51.668,40.98,3.133,2692,640.36,1.56,296,29.06,34.41,14388.98,2988,2.66711140760507,0.3749374687343672,3.271003643728924,296
199,57344,4194304,1.3671875,0.3669724770642202,38,48,4142,1520,88,88,21,6425,88,55.055,44.474,3.415,104,265.23,3.77,136,25.81,38.75,14388.98,2988,2.725,0.3669724770642202,3.3173375815977617,136
200,57744,4194304,1.3767242431640625,0.3672421838544097,21,144,4286,1574,91,91,22,6832,91,58.441,48.35,3.694,360,484.24,2.07,462,27.88,35.87,5662.36,240,2.7229987293519695,0.3672421838544097,3.343440286011676,462
201,58370,4194304,1.3916492462158203,0.3770877944325482,187,384,4670,1761,99,99,23,7330,99,61.889,52.39,3.964,518,538.59,1.86,686,31.84,31.41,22509.84,1204,2.651902328222601,0.3770877944325482,3.35241832497484,686
202,58919,4194304,1.404738426208496,0.3879062114356232,125,192,4862,1886,103,103,24,7441,103,65.359,52.561,3.967,709,538.27,1.86,237,41.05,24.36,7091.26,946,2.5779427359490987,0.3879062114356232,3.2546539007441324,237
203,60338,4194304,1.4385700225830078,0.3879772270596115,431,1110,5972,2317,128,128,25,8163,128,68.879,64.353,4.783,1430,585.24,1.71,1154,32.57,30.7,37870.49,2584,2.577470867501079,0.3879772270596115,3.4655653371010406,1154
204,61151,4194304,1.4579534530639648,0.3852999340804219,21,96,6068,2338,130,130,26,8231,130,72.465,64.445,5.064,1195,557.59,1.79,90,26.69,37.47,5515.73,1285,2.5953806672369546,0.3852999340804219,3.566850268358995,90
205,61160,4194304,1.4581680297851562,0.3900687070580887,21,96,6404,2498,137,137,27,8401,137,76.065,68.285,5.348,279,447.89,2.23,331,36.37,27.49,9723.37,610,2.563650920736589,0.3900687070580887,3.5725260190516903,331
206,62249,4194304,1.4841318130493164,0.4007810240092566,273,510,6914,2771,148,148,28,9450,148,79.771,73.178,5.617,1420,571.69,1.75,1323,30.17,33.15,46340.95,2743,2.495128112594731,0.4007810240092566,3.542373522697173,1323
207,63348,4194304,1.5103340148925781,0.3983050847457627,2,48,6962,2773,149,149,29,9563,149,83.5,73.298,5.617,1355,575.41,1.74,116,24.85,40.24,7022.24,1471,2.5106382978723403,0.3983050847457627,3.4584244066126897,116
208,63595,4194304,1.5162229537963867,0.3962910128388017,2,48,7010,2778,150,150,30,10022,150,87.282,77.518,5.884,140,268.94,3.72,465,25.59,39.08,7022.24,1471,2.523398128149748,0.3962910128388017,3.4473061329708696,465
209,63981,4194304,1.525425910949707,0.3962910128388017,5,48,7010,2778,150,150,31,10241,150,91.076,77.75,5.884,140,268.94,3.72,465,25.59,39.08,18691.04,605,2.523398128149748,0.3962910128388017,3.367866750615306,465
210,64231,4194304,1.531386375427246,0.3971379994332672,25,48,7058,2803,151,151,32,10385,151,94.847,77.908,5.884,113,277.77,3.6,220,25.78,38.79,8940.95,333,2.518016410988227,0.3971379994332672,3.2937936284909792,220
211,64413,4194304,1.5357255935668945,0.39628180039138944,25,48,7154,2835,153,153,33,10480,153,98.662,78.031,5.885,229,428.25,2.34,128,28.8,34.72,6308.16,210,2.523456790123457,0.39628180039138944,3.223279913242559,128
212,64533,4194304,1.5385866165161133,0.39628180039138944,32,96,7154,2835,153,153,34,10568,153,102.442,78.121,5.885,229,428.25,2.34,128,28.8,34.72,4978.73,357,2.523456790123457,0.39628180039138944,3.1563760405045915,128
213,65222,4194304,1.555013656616211,0.39406896551724135,22,96,7250,2857,155,155,35,10672,155,106.282,78.247,5.885,610,506.63,1.97,127,26.83,37.27,3735.32,129,2.537626881344067,0.39406896551724135,3.090634092031048,127
214,65429,4194304,1.5599489212036133,0.39406896551724135,22,96,7250,2857,155,155,36,10769,155,110.174,78.357,5.885,610,506.63,1.97,127,26.83,37.27,5937.03,737,2.537626881344067,0.39406896551724135,3.027014237511316,127
215,65566,4194304,1.5632152557373047,0.39313551210173664,18,63,7313,2875,157,157,37,10900,157,114.01,82.32,6.09,140,264.85,3.78,98,25.76,38.82,4332.77,238,2.5436521739130433,0.39313551210173664,3.008595988538682,98
216,65733,4194304,1.5671968460083008,0.3919557295181536,18,63,7409,2904,159,159,38,10993,159,117.887,82.444,6.376,376,519.0,1.93,123,27.84,35.92,5142.78,499,2.5513085399449036,0.3919557295181536,3.0845593037487844,123
217,65865,4194304,1.5703439712524414,0.3919557295181536,29,96,7409,2904,159,159,39,11246,159,121.732,82.725,6.376,266,421.69,2.37,123,27.84,35.92,5142.78,499,2.5513085399449036,0.3919557295181536,3.0241945046553433,123
218,66202,4194304,1.578378677368164,0.40486725663716816,207,275,7684,3111,165,165,40,11331,165,125.565,82.885,6.379,266,421.69,2.37,254,25.66,38.97,10528.11,520,2.469945355191257,0.40486725663716816,2.969338404032975,254
219,66393,4194304,1.582932472229004,0.40486725663716816,207,275,7684,3111,165,165,41,11644,165,129.501,83.219,6.379,1439,558.99,1.79,314,25.46,39.28,5493.24,382,2.469945355191257,0.40486725663716816,2.91146924449678,314
220,67176,4194304,1.6016006469726562,0.4032591826176927,7,48,7732,3118,166,166,42,11785,166,295.742,87.244,6.777,74796,775.46,1.29,149,25.06,39.91,102399.71,74945,2.4797947402180887,0.4032591826176927,1.738748932043319,149
221,65441,4194304,1.5602350234985352,0.4017994858611825,8,48,7780,3126,167,167,43,11919,167,299.638,87.384,6.778,2616,309.31,3.23,143,25.19,39.69,14133.49,2759,2.4888035828534867,0.4017994858611825,1.7211782630777044,143
222,73142,4194304,1.7438411712646484,0.3968955073195356,19,144,7924,3145,170,170,44,12302,170,303.947,92.187,7.045,7854,571.06,1.75,403,24.43,40.94,30251.95,8257,2.5195548489666137,0.3968955073195356,1.7473628338777563,403
223,74627,4194304,1.7792463302612305,0.3961533658049207,19,144,8007,3172,172,172,45,12381,172,308.395,96.875,7.311,1134,514.63,1.94,107,27.14,36.85,30251.95,8257,2.5242749054224465,0.3961533658049207,1.7720156769216229,107
224,76514,4194304,1.8242359161376953,0.3940409683426443,27,83,8055,3174,173,173,46,13331,173,312.95,97.824,7.311,1855,528.73,1.89,107,27.14,36.85,6146.75,1241,2.5378071833648392,0.3940409683426443,1.7486874678594067,107
225,77791,4194304,1.8546819686889648,0.37898771277195353,2,48,8871,3362,190,190,47,18805,190,317.521,117.744,8.151,399,405.78,2.46,5663,24.47,40.87,42714.89,2808,2.638607971445568,0.37898771277195353,1.838228661121836,5663
226,83702,4194304,1.9956111907958984,0.38621129907436963,188,816,9399,3630,201,201,48,21484,201,322.38,125.748,8.421,592,441.83,2.26,2948,25.51,39.2,232446.74,6062,2.5892561983471074,0.38621129907436963,1.8444898576056457,2948
227,86375,4194304,2.059340476989746,0.37933533492079924,268,528,9659,3664,207,207,49,22430,207,327.527,137.033,8.958,592,441.83,2.26,2948,25.51,39.2,116907.16,3540,2.6361899563318776,0.37933533492079924,1.8917971439311707,2948
228,87327,4194304,2.082037925720215,0.37756258370248275,34,260,9707,3665,208,208,50,22664,208,332.59,137.283,8.959,54,172.11,5.81,981,23.64,42.3,41808.12,1035,2.6485675306957708,0.37756258370248275,1.8710111270758847,981
229,89489,4194304,2.1335840225219727,0.37048524262131066,38,288,9995,3703,214,214,51,22797,214,337.791,147.85,9.517,102464,683.73,1.46,172,22.25,44.95,157592.23,102636,2.6991628409397785,0.37048524262131066,1.9220127716809583,172
230,89359,4194304,2.1304845809936523,0.371061156375773,38,288,10187,3780,218,218,52,22963,218,343.009,153.243,9.795,102464,683.73,1.46,172,22.25,44.95,157592.23,102636,2.694973544973545,0.371061156375773,1.9355909628947505,172
231,89532,4194304,2.1346092224121094,0.36530162079217415,77,192,10427,3809,223,223,53,23025,223,348.21,158.52,10.332,267,366.99,2.72,92,21.15,47.27,5076.73,359,2.737463901286427,0.36530162079217415,1.998212980261555,92
232,89608,4194304,2.1364212036132812,0.36373096206602973,29,240,10571,3845,226,226,54,23099,226,353.425,158.636,10.334,281,380.14,2.63,92,21.15,47.27,5076.73,359,2.7492847854356306,0.36373096206602973,1.9781965753883555,92
233,90043,4194304,2.146792411804199,0.36176994468922846,14,96,10667,3859,228,228,55,23609,228,358.708,164.578,10.612,1622,482.59,2.07,525,23.42,42.7,25777.9,2147,2.7641876133713397,0.36176994468922846,1.9876455802419188,525
234,96388,4194304,2.2980690002441406,0.3566835871404399,77,278,11820,4216,254,254,57,27820,254,369.412,202.068,12.109,33632,520.86,1.92,389,24.59,40.67,80392.08,34021,2.8036053130929792,0.3566835871404399,2.074919164000692,389
235,92472,4194304,2.2047042846679688,0.3553252443545669,77,278,11868,4217,255,255,58,29363,255,374.897,203.709,12.11,3863,484.3,2.06,1545,23.07,43.35,74957.61,5408,2.814322978420678,0.3553252443545669,2.050054510119922,1545
236,94573,4194304,2.254796028137207,0.3531696834449128,1,48,12099,4273,260,260,59,29484,260,380.541,215.11,12.672,627,429.94,2.33,178,24.73,40.44,8657.47,805,2.8315001170138077,0.3531696834449128,2.083103877380931,178
237,94706,4194304,2.257966995239258,0.3608231936307646,531,1215,13314,4804,287,287,60,32468,287,386.082,241.569,13.69,1802,461.5,2.17,3516,25.02,39.96,144408.63,5318,2.7714404662781016,0.3608231936307646,2.1345898671689474,3516
